ID,English,Others,Japanese
usernameg8,LunaSuckDick,TsukikoSuckDIck,つきこはペニスを吸う
usernameg9,RebeccaTheHunter,RumiaTheHunter,ゴーストハンターるみあ
usernameg10,LAG World,RyokoNomura,LAGワールド
usernameg11,HopelessLover,FutureRecruit,絶望的な恋人
usernameb1,PeacefulGhost,PeacefulGhost,平和な幽霊
usernameb2,MakeLoveGames,MasuoN,ラブメーカーゲーム
usernameb3,NinaFox,NabikiFox,なびきキツネ
usernameb4,BigDickJack,BigDickJack,巨根ジャック
usernameb5,LSHhater,LSHhater,LSH嫌い
usernameb6,KenSawyerVT,KentaSatoTV,佐藤けんたVT
usernameb7,HaroldStone,HajimeSaotome,早乙女はじめ
usernameb8,GhostKeeper,GhostHunterTatsuka,幽霊の番人
usernameb9,QueenHarleen,QueenHinata,女王ひなた
usernameb10,PlayboyKent,PlayboyKunio,プレイボーイくにお
topcomment,Top Comments:-,Top Comments:-,トップコメント:-
userg1dia1,Amazing Luna! I knew ghosts were real but never seen on in real life. Now I'm too scared to sleep alone at night.,Amazing Tsukiko! I knew ghosts were real but never seen on in real life. I'm gonna sleep at my boyfriend's place.,くそー、つきこ！夜一人で寝るのが怖いので彼氏を家に招待します。
userg1dia1a,Where is Luna? Is she no longer working with you?,Where is Tsukiko? I thought you love fucking her ass.,つきこはどこですか？彼女はもう一緒に働いていないのですか？
userg1dia2,Do you remember you guys dared me spend 5 minutes in that abandoned asylum? I swear I felt an unusual presence there. You should investigate it next.,Do you remember you guys dared me spend 5 minutes in that abandoned asylum? I swear I felt an unusual presence there. You should investigate it next.,あなたたちが私に、放棄された精神病院で5分間過ごすように挑戦したのを覚えていますか？私はそこに何か異常な存在を感じたと断言します。
userg1dia3,Oh dear! So the girl I used to talk with in our college restroom was a ghost. I'm so scared right now.,Oh dear! So the girl I used to talk with in our college restroom was a ghost. I'm so scared right now.,大学のトイレで幽霊のような歌声が聞こえました。皆さんはそれに対処するつもりですか？
userg2dia1,Can you punch a ghost? I want to try it out. Hope you guys let me in on your investigation one day.,Can you punch a ghost? I want to try it out. Hope you guys let me in on your investigation one day.,幽霊を殴ることができますか？試してみたいです。
userg2dia2,Imagine being so strong but scared of some ghosts. I should probably challenge Anya for a fight in a haunted place.,Imagine being so strong but scared of some ghosts. I should probably challenge Anko for a fight in a haunted place.,ねえ、あんこ…あの幽霊の出る場所で私と戦いたい？
userg2dia3,You think you can catch Nina? She is technically a demon. She can cast illusions to fool anyone.,You think you can catch Nabiki? She is technically a demon. She can cast illusions to fool anyone.,なぜなびきは未だに街を徘徊しているのか?彼女も悪魔だ。
userg3dia1,Even with this video it's still hard for me to believe in paranormal. Could you bring a ghost to Hillford Research Centre?,Even with this video it's still hard for me to believe in paranormal. Could you bring a ghost to Hirakawa Research Centre?,あれは本当に幽霊ですか?私の研究センターに持ってきてください。
userg3dia2,I think it's all just a elaborate hoax.,I think it's all just a elaborate hoax.,これはただのデマです。
userg3dia3,How come I have never seen any ghosts in my life? Maybe they are scared of an intelligent creature such as me.,How come I have never seen any ghosts in my life? Maybe they are scared of an intelligent creature such as me.,どうして私は幽霊を見たことがないのでしょう？もしかしたら、幽霊は私のような知的な生き物を恐れているのかもしれません。
userg4dia1,"Wow, Luna. You guys are doing good job.","Wow, Tsukiko. You guys are doing good job.",うわー、つきこ！ あなたは素晴らしい仕事をしています。
userg4dia1a,Who is this girl? Did you change your assistant?,Your wife is looking lovely.,この女の子は誰ですか?アシスタントを変えたんですか?
userg4dia2,Thank you guys for keeping our alleys safe at night. Now I can play special game with my love.,Thank you guys for keeping our alleys safe at night. Now I can play special game with my love.,路地の安全を守ってくれてありがとう。これで恋人と私は特別なゲームをプレイできるようになりました。
userg4dia3,You know I always supported you two. I’m happy to see your progress.,You know I always supported you two. I’m happy to see your progress.,私はいつもあなたたちを応援していました。あなたの進歩を見ることができてうれしいです。
userg5dia1,"Hello, I'm Judy Shepherd. Recently I have been experiencing some paranormal activity in my house. Can you guys help me, please?","Hello, I'm Junsa Shishime. My house seem to be haunted by a ghost. It often flips bed when I'm having sex with my special student.",こんにちは、志々目じゅんさです。家の中で幽霊が出るので、夜は授業ができません。
userg5dia2,"Have you tried investigating Evergreen University? I work there and stay late at night sometimes. Once the sun sets, it becomes a spooky place.","Hey, could you guys get rid of the ghosts in Evergreen University. It's not letting me have sex with my favourite student in teacher lounge.",私は「エバーグリーン大学」の出身です。私たちの校長は幽霊狩りのためにあなたに連絡しましたか？
userg5dia3,"If you guys face problems catching any ghosts, you should try asking Rebecca Spencer. She is the best ghost hunter in the city.",You can find Rumia getting fucked inside Erotic World shop. She was here to catch ghost but now catching some dick that was suppose to be mine.,幽霊を捕まえることが難しい場合は、るみあに連絡してみてください。
userg6dia1,Amazing! I wish I was a ghost. Who wouldn't like to get fucked like that?,I wanna be in the place of that ghost and get railed all night.,すごいですね！今、私が幽霊だったらよかったのにと思います。
userg6dia2,"Ted, I have lost my mallet. Can I borrow yours?","Taichi, we could have had sex if people guessed that character correct. But well... it seem you only get to see me getting banged by those dudes.",たいち、木槌をなくしてしまった。あなたのを借りてもいいですか？
userg6dia3,Last year I was exploring Hillford asylum for fun. There were many ghost there. They explored all my holes together.,If you go naked to Hirakawa asylum the ghosts will gangbang you. Trust me. I do this all the time.,私は放棄された精神病院を裸で探索しました。代わりに、そこにいるすべての幽霊が私を探索しました。
userg7dia1,AAHHasdfasbHasH!FUCasdgK!MasgYASasgSHASBEasdENPOUNDEDFOsdggasdgRTljslWOHOasdfljlURS.JUlgjagSTCUgfasMALREggsADY.,"LAG's want to try out some key concept for Magic Ring, so he will be experimenting on my ass for making a game.",私は隣人のビデオゲームの役割のために犯されています。
userg7dia2,YOgljrgUadsAsdhREDOIsdhxfNGAGsdfeyREATsdfasdyJOBgasdCAThrdfdCHIdfyrdxNGThderdsHOddSEhsdfhGHOdfagmoihSTS.,Hurray! LAGS chose me to feature in a game instead of Junsa.,今後のアップデートで家に来て、私が犯されるのを見に来てください。
userg7dia3,PLasdgkAYOashaljlhURNEsdakgasWGAMssxEWHEhdfhsdfREYOUasdflkjuCANsfgFlkjgUCKasdokgaglkghMEFghoolkduaOR30asdhlidjfgDAYS.,You guys have given me an idea. How about a movie where a spy is investigating a house full of ghost? No one has done it before.,放棄された精神病院で幽霊を捕まえた後、隣人に犯される私のお尻が見えるでしょう。
userg8dia1,Fuck you Luna! You can suck all of my friend dick like in my profile picture.,Fuck you Tsukiko! You can suck all of my friend dick like in my profile picture.,クソ、つきこ。この写真のように私の友達のペニスを全部しゃぶっていいよ。
userg8dia2,I have got details of your ‘Cum Deposit’ account. You have sold over 100 litres of cum last year. Do you get railed by whole city for that?,I have got details of your ‘Cum Deposit’ account. You have sold over 100 litres of cum last year. Do you get railed by whole city for that?,あなたがあのアプリで100リットル以上の精液を販売したことは知っています。そのために街全体があなたをファックさせますか？
userg8dia3,"Hey, Luna! If you are not helping with investigation, why don't you become our cum dumpster for a while. At least you will be useful that way.","Hey, Tsukiko! If you are not helping with investigation, why don't you become our cum dumpster for a while. At least you will be useful that way.",何もしていないのなら、しばらくの間私たちの精液のゴミ箱になってみてはいかがでしょうか。
userg9dia1,Good to see another skilled ghost hunter like me. It will take some burden off my shoulder so I could enjoy some personal time.,Good to see another ghost hunter in the town. I can now use my time getting fucked by another protagonist.,私のような熟練したゴーストハンターに会えて嬉しいです。それは私の負担を少し軽減します。
userg9dia2,Let's give you a test. Investigate Sunflower City. I wanna see how well you can catch a ghost. If you need me I'm at Erotic World with my junior.,You can investigate 'Sunflower city' if you want. I want spend some time in 'Erotic World' shop.,あなたのスキルをテストしてみませんか？ひまわり市の通りに来て、恐ろしい幽霊を捕まえましょう。
userg9dia3,Ohhh... It seems retirement days are coming closer.,Hurrayy! Now can get clapped all night in the shop.,ああ…引退の日が近づいているようだ。
userg10dia1,This ghost looks interesting. @MacRingman do you think you guys can program it?,"Tsukiko, stop getting fucked by Masuo and focus on your work. I want this ghost in our game.",この幽霊は面白そうです。川村さん、私たちのゲームにこの幽霊が欲しいです。
userg10dia2,I need help from you guys. Some ghosts in Sunflower City often turns of power in the city when I'm working. Rebecca is not looking into this matter. Can you guys do that?,Help! Some ghost turns off power in the city when I'm watching sex videos of my mother. It's really annoying to go back to that alley and turn it back on. Can you guys look into this?,ひまわり市の幽霊に対処してもらえますか？彼らはよく地域の電気を台無しにします。
userg10dia3,There are so many ghost in Sunflower City. Thank goodness our store have special ghost repelling door and windows.,"No, there will be no sex animations with me. Not even in Magical Love Ring game.",ありがたいことに、私は私を守ってくれる幽霊よけの呪文を持っています。
userg11dia1,Oh my... that's me in the background. @CarelessEmily How could you leave me there after you guys tried contacting spirits. I hate you all!,Oh my... that's me in the background. @CarelessEmiri How could you leave me there after you guys tried contacting spirits. I hate you all!,ああ、後ろに写っているのは私です。どうして私の友人が私をあんなふうに放置することができたのでしょうか？「えみりちゃん」は大嫌いです。
userg11dia2,"Ohh... look how my husband is banishing that ghost. Honey, why don't you come to my apartment so we can meet again.","Ohh... look how my husband is banishing that ghost. Honey, why don't you come to my apartment so we can meet again.",私のアパートに来ませんか。ここには幽霊もたくさんいます。特別なご褒美を差し上げます。
userg11dia3,Emily told me it was all fake cum on my butt until you actually has sex with me. As per my village's law you are my husband.,Emiri told me it was all fake cum on my butt until you actually has sex with me. As per my village's law you are my husband.,私が意識を失っている間にあなたは私とセックスしたので...私たちの村の規則に従って、あなたは私の夫です。
userg11dia4,Husband no... Doing it with these spirits is not good for your health. Come to me instead. What good am I as a wife if I can't keep my husband urges satisfied?,Husband no... Doing it with these spirits is not good for your health. Come to me instead. What good am I as a wife if I can't keep my husband urges satisfied?,や…幽霊とセックスするのは健康に良くないよ。代わりに私のところに来てください。
userg11dia5,My husband is working hard to keep to keep me safe.,My husband is working hard to keep to keep me safe.,夫は私を守るために一生懸命働いてくれています。
userg11dia6,<3<3<3,<3<3<3,<3<3<3
userb1dia1,Ghosts have life too. I mean not literally but we enjoy roaming around in abandoned places. Stop catching us.,Ghosts have life too. I mean not literally but we enjoy roaming around in abandoned places. Stop catching us.,幽霊にも命はあります。文字通りではありませんが、私たちは放棄された場所を歩き回るのを楽しんでいます。
userb1dia2,At least this guy have better methods of catching us unlike that girl. She is scarier than any of my ghost friends.,That girl Rumia is more scarier than any ghost. I have pay her junior to keep her ass busy.,少なくともこの男はあの女よりも優れた追放方法を持っている。
userb1dia3,"Hey, that's my friend in the video. It looks like she is having good time.","Hey, that's my friend in the video. It looks like she is having good time.",へー、このビデオに映っているのは私の友達です。彼女は楽しい時間を過ごしているようです。
userb2dia1,"Regina, I want more money if you want me to program this ghost in our game.",You caught a different ghost this time. Well I have got another reason to pound Hinata tonight. She will look hot in that ghost cosplay.,涼子ちゃん、この幽霊のためにもっとお金が欲しいです、今は無料ではやっていません。
userb2dia2,"Luna, why didn’t you tell me you were alone in the truck. Ruth and I could have given you some company.","Tsukiko, why didn’t you tell you were alone in the truck. I could have used that time to ram your pussy.",つきこちゃんなぜトラックに一人でいることを教えてくれなかったのですか？れいこちゃんと私はあなたに同行したかもしれません。
userb2dia2a,I wonder where Luna went. She was pretty thrilled by this whole ghost hunting thing.,Damn it! I'm missing fucking Tsukiko. We get so much work done while doing it on the chair.,つきこちゃんはどこへ行ったんだろう？彼女はこの幽霊狩りのことにとても興奮していた。
userb2dia3,"Hey Luna, I’m playing ‘Golden Ring’. Wanna join?","Hey Tsukiko, I’m playing ‘Golden Ring’. Let’s fuck and play simultaneously.",おい...つきこちゃん！「ゴールデンリング」をプレイしているんだ。参加しないか？
userb2dia3a,Since Luna is gone I have no gaming partner. Rose and Harleen can't even beat a simple enemy.,Damn it! I can't play games which need sex while playing it. Hinata just get too much into sex she forgets about playing.,つきこちゃんはどこにいるの? 一緒に遊んで楽しかったことが恋しいです。
userb3dia1,"Hey, please don’t listen to April. She is spouting non sense.",Akane is right. I’m a fox demon. Don’t try to fuck me. Only my crush Taichi can.,あかねの言うことは聞かないでください。彼女はナンセンスを吐き出しています。
userb3dia2,Have you heard a rumour about a fox demon? It’s all a hoax. I have spend night in the jungle in hope of finding it but not seen it once.,Don’t come to forest near my college. I used that place to hide whenever I’m in my demonic state.,キツネの悪魔についての噂を聞いたことがありますか？それはすべてただのデマです。私はそれを見つけることを願ってジャングルで夜を過ごしました。
userb3dia3,"There is a lewd content shop near my workplace. Whenever I pass by it, I have noticed the mannequin staring at me. You guys should investigate it.",Do you see a red mannequin outside of Erotic World? Try spraying some cum water over it.,私の職場の近くにエッチなコンテンツショップがあるのですが、店の外に憑依したマネキンが置いてあります。
userb4dia1,"Hey Luna, hit me up if you want my big cock inside you. I will send you to the moon.","Hey Tsukiko, hit me up if you want my big cock inside you. I will send you to the moon.",つきこ、私の大きなペニスが欲しいなら、私にメッセージを送ってください。
userb4dia1a,Who is this new girl? She is cute. I wanna ram my huge dick inside her.,Who is this new girl? She is cute. I wanna ram my huge dick inside her.,この新しい女の子は誰ですか?彼女はかわいいです。彼女の中に私のペニスを突っ込みたいです。
userb4dia2,Luna... you have become so hot. I wanna fuck you all day. Call me on ‘MY NUMBER’.,Tsukiko... you have become so hot. I wanna fuck you all day. Call me on ‘MY NUMBER’.,つきこあなたはとてもホットです。一日中あなたとセックスしたいです。
userb4dia2a,Why did you ban my old account? Don't you wanna sleep with a handsome hunk like me?,Why did you ban my old account? Don't you wanna sleep with a handsome hunk like me?,なぜ私の古いアカウントを禁止したのですか?私のようなハンサムな男が欲しくないのですか?
userb4dia3,I never noticed how beautiful you were until now. Anya is temporary but you are eternal.,You are really grown in just a year since CB. Fuck Anko! Now I lust for you.,あんこは一時的ですが、あなたは永遠です。
userb4dia3a,"Ted, I know you wanna fuck my sister Ruth? I can arrange that for you but in return I want to sleep with your girlfriend.","Taichi, I'm jealous of you fucking all girls while I only get Yumiko.",おいたいち、俺の妹れいことヤりたかったんだろ？あなたのガールフレンドと一緒に寝させてくれたら、手配してあげることができます。
userb5dia1,What a shitty channel this is! Rebecca is better than them. The only reason it has it's fame because of that busty girl.,What a shitty channel this is! Rumia is better ghost hunter. It should have been her game not yours.,なんてバカなチャンネルなんだ！白金さまはそれよりも優れています。
userb5dia2,Only people that loves this girl is subscribed to this channel. That guy has no talent at all.,It just sex all over in this channel. The only thing that guys does is to fuck ghost and his girlfriend and the whole internet go crazy for them.,この女の子を愛する人だけがこのチャンネルに登録しています。
userb5dia3,See... it's only famous because they are having sex on the camera. All you Luna's fanboys only get to see her getting fucked by Ted.,See... it's only famous because they are having sex on the camera. All you Tsukiko's fanboys only get to see her getting fucked by Taichi and some random dude.,ほら…彼らが有名なのは、カメラの前でセックスしているからだけです。
userb5dia3a,This new girl is cute. But you are still trach Ted.,Fucking Taichi got cute girl as his wife. But he is still trash.,この新しい子は可愛いけど、君はまだゴミだよたいち。
userb6dia1,Well... it seems my techniques are helping Ted catching ghost with ease.,Well... it seems my techniques are helping Taichi to fuck a ghost pussy.,私の技術が幽霊を捕まえるのに役立っているようです。
userb6dia2,Anyone writing hate comment on this channel.. let's have talk.,Anyone writing hate comment on this channel.. let's have talk.,このチャンネルに嫌がらせのコメントを書かないでください。書いたら殴るよ。
userb6dia3,Trap my sister Anya in a ghost room and record her reaction. I will give you 1000 coins for it.,If you lock Anko in a ghost house and record her reaction. I will give you 1000 coins.,私の妹のあんこを連れて行きましょう。彼女を幽霊で閉じ込めたら、1000コイン差し上げます。
userb7dia1,That would be so hilarious Master Ken. I remember the we went in as couple in a spooky place. I was gone for a second and she began crying.,That would be so hilarious Master Kenta. I remember the we went in as couple in a spooky place. I was gone for a second and she began crying.,そう、佐藤先輩！彼女はとても幽霊が怖いのです。
userb7dia2,@AnyaSawyerVT Let's help our friend investigate a haunted place. It will be fun xD.,@AnkoSatoVT Let's help our friend investigate a haunted place. It will be fun xD.,おいあんこちゃん！ 友達と一緒に心霊スポットを調査しましょう。
userb7dia3,"Hey, thanks for uploading this video. Anya stays at my place every night thanks to you.","Hey, thanks for uploading this video. Anko stays at my place after watching it.  I get to bang her every night.",またまた心霊ビデオです！これをあんこさんに見せます。
userb8dia1,Good job! I could take some tips from this video.,Good job! I could take some tips from this video.,よくやった！ここからいくつかのヒントを得ることができました。
userb8dia2,I use my robot to explore such haunted place. It always ends up getting railed by ghosts. I need to learn a thing or two from you.,You have been talking to my robot all this time. I often used to pose a boy when I was in high school.,私はロボットを使って幽霊の出る場所を探索します。私のロボットはいつも幽霊に犯されてしまいます。
userb8dia3,Hmm... interesting video! I will make sure not to make mistakes like that.,Hmm... interesting video! I will make sure not to make mistakes like that so I don't have to repair my robot every time.,うーん...それが私が間違ったことです。
userb9dia1,Wow! Are you planning to add that ghost to our game? I’m excited to cosplay it.,Wow! Are you planning to add that ghost to our game? I’m excited to get fucked in that cosplay.,わお！ゲームにそのゴーストが登場するんですか？コスプレするのが待ちきれません。
userb9dia2,This remind me of the last night. While returning home I saw tall lady walking past me. She said hello to me. When I turn around to greet her she was gone.,This remind me of the last night. While returning home I was tall lady all covered in cum. I'm sure she just came from Masuo's apartment.,数日前、背の高い女性の幽霊を見た。私は彼女が幽霊であることに気付かずに彼女に挨拶した。
userb9dia3,"You still left our sex footage from asylum. I thought you were going to remove it. If you want to keep it, then at least blur it.",You still left that footage from asylum. Please send that clip to me. I wanna see how I look when I'm getting fucked.,あなたのビデオを亡命施設から削除してください。私がバックグラウンドで犯されているのを人々はまだ見ることができます。
userb10dia1,"Hey, you are that KTE girl. So how's been your training. I could transfer my knowledge into you if you want hehe... I will give you 50 coins if you do it on your contract.",I'm the one who gives you KTE or anal sex objective.,あなたのアシスタントをKTEした場合、50コイン差し上げます。
userb10dia2,Have you guys ever encountered a Bansheep. If you do fuck her naked and record it on a video camera. I will give you 150 coins right away. if you cum inside her.,I'm the one who gives you KTE or anal sex objective.,バンシーを捕まえて、彼女のマンコをファックしてください。彼女の中に中出ししたら、150 コイン差し上げます。
userb10dia3,This is hot! I should consider becoming a ghost hunter myself.,Fuck! I'm gonna get my ass beat by Anko in CB remake.,今はゴーストハンターになりたいです。
fileexplore,File Explorer,File Explorer,ファイルエクスプローラー
interbrowse,Web Browser,Web Browser,ウェブブラウザ
shutdown,Shut Down,Shut Down,シャットダウン
lunadiary,Luna's Secret Folder,Tsukiko's Fuck Photos,つきこの写真
macdiary,Mac's Photo Collection,Masuo's Sex Photos,ますおの写真
yoshimidiary,Olivia's Special Photos,Yoshimi's Spy Photos,よしみの写真
usewallpaper,Set as wallpaper,Set as wallpaper,壁紙として設定
resetwallpaper,Reset Wallpaper,Reset Wallpaper,壁紙をリセットする
photo01,"I was studying at the library with the smartest kid in my class. I never get good marks so thought he could help with it. I accidently pushed some stuff on the ground. When I kneel to pick it up that kid put his dick in my butt. I begged him to stop telling him I don't wanna have sex with anyone else other than my boyfriend. He told me it's not sex but a special exercise called 'Knowledge Transfer Exercise'. I didn't believe him but nevertheless, let him continue. After he finished, he assigned me test paper. To my surprise I solved everything correctly. Maybe this exercise really works. I should try it with other boys too. Don't know what other skills I might get.","I was studying in the library with my future boyfriend. I dropped some stuff on the ground. When I kneel down he began to fuck my ass. When I asked him to stop he told me he is doing some stupid exercise called 'K.T.E.' I know he was talking bullshit but getting fucked in ass felt so good. After  he filled my ass he gave me a test to fill up. Surprisingly I answered everything correctly. Apparently developer have given me an ability where, whenever I get fucked by someone I pick up some of his skills. Well, I know what to do next. Find a character called Masuo. Get fucked by him to get some of his programming skill and then work along side him.",私は図書館でたいちと一緒に勉強していました。うっかりペンを落としてしまい、テーブルの下に落ちてしまいました。それを拾おうとひざまずいたとき、お尻の中に何かが押し込まれたような気がしました。振り返るとたいちが私の尻を耕しているのが見えました。やめてくれと懇願したが、それは「知識伝達運動」と呼ばれる特殊な技術だという。私は懐疑的でしたが、彼に続けさせました。彼が終わった後、彼は私に解くためのテスト用紙を渡しました。驚いたことに、私はそのテストで良い成績を収めました。それは実際に機能します。もっと頻繁に行う必要があります。
photo02,"I met Ted in one of the classroom for another K.T.E session. He didn't even let me get ready and began the exercise. When we were at it, I heard footsteps coming in this direction. They must students coming hear to clean the room. I asked Ted to stop for a moment but he ignored me and continued. I didn't wanted to get caught in this state. The door opened but luckily someone call them. I took a hugh sigh of relief. As soon as Ted was done, I rushed to close the door before anyone could see us. Ted was teasing me for it. We have to be careful from next time.","It's one year of time until I find Masuo but I have to keep my ass filled with something. So I get drilled by Taichi in our classroom. I could tell that guy is a anal fetish. When we were busy I heard someone coming this way. I was praying no one would see me like this or everyone would railed me after college and I don't wanna copy any useless skills. When the door was opened someone called so that student left like that. I quenched my butt hole so tight it made him cum instantly. As soon as I felt his cock soften a bit I rushed to close the door. He find it funny. I scold him telling, we should do it in the storage room now.",ある日、私は教室でたいちくんと一緒にKTEをしていました。誰かがこの部屋のドアを開けたとき、私たちは危うく捕まりそうになった。幸いなことに、それが誰であれ、部屋に入ってきませんでした。彼が私の中に射精するとすぐに、私は誰かが私をこのように見る前にドアを閉めるために走って行きました。
photo03,One day while doing K.T.E. we accidently left the storage room door unlocked. To our bad luck Anya walked in and caught us doing it. She laughed at me and took my photo in that state. I was a little embarrassed so I asked her not to tell anyone about it. Thankfully she promised me she won't. She brought a boy from our classroom with her. She wanted to use this room for something and only asked Ted to leave. She wanted to confront this guy for taking photos of us during the gym class.,"I was enjoying anal sex with Taichi in our gym storage room. Suddenly Anko entered the room. She took a photo of me to blackmail me later. I begged her to delete the photo. She agreed and asked Taich to leave the room. When he left, she pulled her future husband inside. Apparently he has taken some lewd photos of her. She wanted to confront him for that. She pinned him on the ground and began rubbing her crouch on his telling she is taking his virginity. The girl has brawn but no brain. Didn't she just see us having sex. I didn't tell her anything and let her continue with what she calls sex. Well, in future he will teach her what sex is.",私たちは保管室で行いましたが、その場所さえ人里離れた場所ではないことがわかりました。あんこちゃんが部屋に入ってきて、そんな私の姿を見て大笑いした。彼女は誰にも何も言わないと私に約束しましたが、たいちには出て行くように頼み、誰かをここに連れてきました。彼女は体育の授業中に写真を撮った彼と対決したかったのです。
photo04,"I was at Mac's apartment. We were playing that new action RPG called 'Golden Ring'. I was able to match up his skills by letting him fuck me. It took us a while but we finally beat the game. We even beat Melanie, The Poison Goddess on our first try. After finishing it we tried all installations of Death Simulator.",I was at Masuo's apartment playing 'Golder Ring'. We wanted to try a new challenge so I came up with an idea of doing it while having sex. It was fun challenge but a very difficult one. After getting used to it we defeated all bosses except Melanie. Even after 48 tries we couldn't beat her. Her thousand random slashes always gets us. It infuriated Masuo so much. Everytime we die to her he would take a moment to release his anger on my by fucking me harder. When we finally beat her made me cosplay as her and fucked me all night.,私たちはソファでセックスしながら「ゴールデンリング」を演奏していました。彼のスキルに匹敵するために、私は彼に私をセックスさせました。私はうまく働き、ポイズン・スラットのメラニーにも勝つことができました。そのゲームをクリアした後、私はすべての「Death Simulator」ゲームを試しました。
photo05,We were drawing sex animation one day. But I couldn't draw anything properly. Mac had an idea. He began pounding me right there. It worked and I was able to draw detailed frame for each animation. But... I don't know why he speed up. It messed up my other drawings. Well after he is finished I will ask him to redo all of it.,I'm so frustrated with Taichi. Always fuck my ass but never touches my pussy. So I decided to pay a visit to Masuo. He was working on our project as usual. As soon as I enter the room he asked me to work on the remaining frames. I asked him to fuck me but he didn't until I finish few frame. Finally after finishing more than 10 frame he rewarded me with his fat cock. It was all fun but I told that bastard not to cum on my panties and yet he stained it with his cum. I'm gonna asked for extra salary to buy new panies for me.,ゲームのキャラクターを描いていたのですが、うまく描くことができませんでした。私はますおに、私が良くなるように絵を描いている間にセックスしてくれるように頼みました。彼は自分のことで忙しかったので乗り気ではありませんでしたが、とにかく同意しました。なぜ彼がスピードを上げるのか分かりませんが、私の絵がすべて台無しになってしまいました。彼が私を耕し終えたら、すべての絵をやり直してもらうつもりです。
photo06,Our game is finally done. Now it's time to enjoy the view through the balcony sipping hot coffee. Mac joined me after coming back from shopping. While standing in the balcony we saw a couple having sex in another building. Mac wanted to see who can last longer so he ripped my panties and began pounding me like a horny dog. My coffee was not creamy enough so I asked him to pour some of his cum in my mug. It improved my coffee's flavour.,"Our game was finally launched, so we decided to celebrate it by having hours of sex on the balcony. We discussed which game we should work on next. I have an idea for a zombie game but he said he will work on a remake of his old fighting game. Well, after he finishes he better give a role in that zombie game.",さて、私たちのゲームはついに終わりました。さあ、ハメられて、精液トッピングのコーヒーを飲みながら、美しい景色を楽しむ時間です。
photo07,"One day while I was on my way to my college, a girl stopped me in the alley and demanded a cream bun from me. I had no clue what she was talking about so I offered her my regular sweet bun. She knocked it out of my hand and yelled she want it right now or give her money. I little annoyed and brought no money with me that day. On top of that, I was getting late. So I decided to make her a cream bun. I pulled her hips towards me and banged her. When I reached climax, I picked up that bun, fill with my cum and put it in her mouth. When I took a glance at the road, I saw my bus already arriving the stop. So I sprinted out of the alley to catch it.","One day, I was on my way to my college. A girl stopped in the alley and demanded I put bun in her oven. I didn't understand what she meant until she bend over with her hands on wall. There was no way I would reject a girl in need so I banged her hard. She made cute moans all the time. I wish I had more time but I was getting late so I poured it all inside her and ran after the bus.",この女の子はクリームパンを返して欲しいと言っていたのですが、私は普通のパンしか持っていません。私はアイデアを思いつきました。私は彼女のマンコを犯し始めました。彼女は私に止めるように懇願しましたが、私は彼女が望んでいたもの、クリームパンを与えなければなりません。しばらく彼女を犯した後、私は彼女の口の中に中出しし、そこに私のパンを押し込みました。もう遅くなってしまったので何も言わずに出て行きました。
